%time,field.layout.dim0.label,field.layout.dim0.size,field.layout.dim0.stride,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5
34736000000,row,2,1,0,-13.11307144165039,-0.020839717239141464,0.5600000023841858,0.0,0.0,0.5600000023841858
35236000000,row,2,1,0,-12.963074684143066,-0.021494142711162567,0.5699999928474426,0.0,0.0,0.5699999928474426
35745000000,row,2,1,0,-12.813079833984375,-0.022365935146808624,0.5799999833106995,0.0,0.0,0.5799999833106995
36246000000,row,2,1,0,-12.662785530090332,-0.023283911868929863,0.5899999737739563,0.0,0.0,0.5899999737739563
36749000000,row,2,1,0,-12.513092994689941,-0.024375952780246735,0.5999999642372131,0.0,0.0,0.5999999642372131
37239000000,row,2,1,0,-12.363104820251465,-0.02569466456770897,0.6100000143051147,0.0,0.0,0.6100000143051147
37742000000,row,2,1,0,-12.213116645812988,-0.027016067877411842,0.6200000047683716,0.0,0.0,0.6200000047683716
38238000000,row,2,1,0,-12.063132286071777,-0.028529305011034012,0.6299999952316284,0.0,0.0,0.6299999952316284
38735000000,row,2,1,0,-11.913148880004883,-0.03013043850660324,0.6399999856948853,0.0,0.0,0.6399999856948853
39239000000,row,2,1,0,-11.763164520263672,-0.031685564666986465,0.6499999761581421,0.0,0.0,0.6499999761581421
39741000000,row,2,1,0,-11.613183975219727,-0.03337126970291138,0.6599999666213989,0.0,0.0,0.6599999666213989
40242000000,row,2,1,0,-11.463200569152832,-0.03498391807079315,0.6699999570846558,0.0,0.0,0.6699999570846558
40756000000,row,2,1,0,-11.312915802001953,-0.03649510070681572,0.6800000071525574,0.0,0.0,0.6800000071525574
41243000000,row,2,1,0,-11.16323184967041,-0.03801999241113663,0.6899999976158142,0.0,0.0,0.6899999976158142
41747000000,row,2,1,0,-11.012944221496582,-0.039365917444229126,0.699999988079071,0.0,0.0,0.699999988079071
42244000000,row,2,1,0,-10.862654685974121,-0.04061106592416763,0.7099999785423279,0.0,0.0,0.7099999785423279
42755000000,row,2,1,0,-10.712965965270996,-0.04191453009843826,0.7199999690055847,0.0,0.0,0.7199999690055847
43239000000,row,2,1,0,-10.563274383544922,-0.0430341400206089,0.7299999594688416,0.0,0.0,0.7299999594688416
43753000000,row,2,1,0,-10.413281440734863,-0.04410645365715027,0.7400000095367432,0.0,0.0,0.7400000095367432
44239000000,row,2,1,0,-10.263290405273438,-0.045241862535476685,0.75,0.0,0.0,0.75
44744000000,row,2,1,0,-10.113296508789062,-0.04620141163468361,0.7599999904632568,0.0,0.0,0.7599999904632568
45238000000,row,2,1,0,-9.963303565979004,-0.04723619669675827,0.7699999809265137,0.0,0.0,0.7699999809265137
45745000000,row,2,1,0,-9.813011169433594,-0.048298705369234085,0.7799999713897705,0.0,0.0,0.7799999713897705
46240000000,row,2,1,0,-9.663317680358887,-0.049249712377786636,0.7899999618530273,0.0,0.0,0.7899999618530273
46744000000,row,2,1,0,-9.513324737548828,-0.05029892921447754,0.7999999523162842,0.0,0.0,0.7999999523162842
47246000000,row,2,1,0,-9.36333179473877,-0.05134404078125954,0.8100000023841858,0.0,0.0,0.8100000023841858
47744000000,row,2,1,0,-9.213338851928711,-0.05234523490071297,0.8199999928474426,0.0,0.0,0.8199999928474426
48242000000,row,2,1,0,-9.063347816467285,-0.05351502448320389,0.8299999833106995,0.0,0.0,0.8299999833106995
48743000000,row,2,1,0,-8.913357734680176,-0.05469904839992523,0.8399999737739563,0.0,0.0,0.8399999737739563
49246000000,row,2,1,0,-8.763365745544434,-0.05585062876343727,0.8499999642372131,0.0,0.0,0.8499999642372131
49750000000,row,2,1,0,-8.612777709960938,-0.05718114599585533,0.85999995470047,0.0,0.0,0.85999995470047
50245000000,row,2,1,0,-8.463388442993164,-0.058421920984983444,0.8700000047683716,0.0,0.0,0.8700000047683716
50734000000,row,2,1,0,-8.313399314880371,-0.05970661714673042,0.8799999952316284,0.0,0.0,0.8799999952316284
51252000000,row,2,1,0,-8.163412094116211,-0.061122313141822815,0.8899999856948853,0.0,0.0,0.8899999856948853
51735000000,row,2,1,0,-8.013423919677734,-0.06243826821446419,0.8999999761581421,0.0,0.0,0.8999999761581421
52236000000,row,2,1,0,-7.863435745239258,-0.06377539038658142,0.9099999666213989,0.0,0.0,0.9099999666213989
52747000000,row,2,1,0,-7.712848663330078,-0.06515885889530182,0.9199999570846558,0.0,0.0,0.9199999570846558
53251000000,row,2,1,0,-7.563459396362305,-0.0664176344871521,0.9300000071525574,0.0,0.0,0.9300000071525574
53746000000,row,2,1,0,-7.41347074508667,-0.06773488968610764,0.9399999976158142,0.0,0.0,0.9399999976158142
54250000000,row,2,1,0,-7.263483047485352,-0.06909102201461792,0.949999988079071,0.0,0.0,0.949999988079071
54755000000,row,2,1,0,-7.113492965698242,-0.07030390202999115,0.9599999785423279,0.0,0.0,0.9599999785423279
55243000000,row,2,1,0,-6.963504314422607,-0.07161014527082443,0.9699999690055847,0.0,0.0,0.9699999690055847
55747000000,row,2,1,0,-6.813214302062988,-0.0728379487991333,0.9799999594688416,0.0,0.0,0.9799999594688416
56250000000,row,2,1,0,-6.66262149810791,-0.07386734336614609,0.9899999499320984,0.0,0.0,0.9899999499320984
56739000000,row,2,1,0,-6.513528823852539,-0.07490690797567368,1.0,0.0,0.0,1.0
57249000000,row,2,1,0,-6.363533973693848,-0.07578513771295547,1.0099999904632568,0.0,0.0,1.0099999904632568
57742000000,row,2,1,0,-6.21353816986084,-0.0765766128897667,1.0199999809265137,0.0,0.0,1.0199999809265137
58245000000,row,2,1,0,-6.06354284286499,-0.0774192065000534,1.0299999713897705,0.0,0.0,1.0299999713897705
58740000000,row,2,1,0,-5.913546562194824,-0.07812628149986267,1.0399999618530273,0.0,0.0,1.0399999618530273
59253000000,row,2,1,0,-5.7635498046875,-0.07885067164897919,1.0499999523162842,0.0,0.0,1.0499999523162842
59744000000,row,2,1,0,-5.613555431365967,-0.07973647862672806,1.059999942779541,0.0,0.0,1.059999942779541
60253000000,row,2,1,0,-5.463560581207275,-0.08060894906520844,1.0699999332427979,0.0,0.0,1.0699999332427979
60758000000,row,2,1,0,-5.313567161560059,-0.08163939416408539,1.0799999237060547,0.0,0.0,1.0799999237060547
61245000000,row,2,1,0,-5.163576602935791,-0.08280876278877258,1.090000033378601,0.0,0.0,1.090000033378601
61755000000,row,2,1,0,-5.011785507202148,-0.08395639061927795,1.100000023841858,0.0,0.0,1.100000023841858
62239000000,row,2,1,0,-4.8632965087890625,-0.08523443341255188,1.1100000143051147,0.0,0.0,1.1100000143051147
62745000000,row,2,1,0,-4.713608264923096,-0.08656105399131775,1.1200000047683716,0.0,0.0,1.1200000047683716
63255000000,row,2,1,0,-4.562419414520264,-0.08785246312618256,1.1299999952316284,0.0,0.0,1.1299999952316284
63740000000,row,2,1,0,-4.413632392883301,-0.08925735950469971,1.1399999856948853,0.0,0.0,1.1399999856948853
64243000000,row,2,1,0,-4.263645172119141,-0.09062271565198898,1.149999976158142,0.0,0.0,1.149999976158142
64744000000,row,2,1,0,-4.113656044006348,-0.09191756695508957,1.159999966621399,0.0,0.0,1.159999966621399
65243000000,row,2,1,0,-3.963068723678589,-0.09329559653997421,1.1699999570846558,0.0,0.0,1.1699999570846558
65744000000,row,2,1,0,-3.8136799335479736,-0.09457944333553314,1.1799999475479126,0.0,0.0,1.1799999475479126
66245000000,row,2,1,0,-3.6633899211883545,-0.095821812748909,1.1899999380111694,0.0,0.0,1.1899999380111694
66743000000,row,2,1,0,-3.513702392578125,-0.09718099981546402,1.1999999284744263,0.0,0.0,1.1999999284744263
67244000000,row,2,1,0,-3.3637123107910156,-0.09839458763599396,1.209999918937683,0.0,0.0,1.209999918937683
67760000000,row,2,1,0,-3.2137229442596436,-0.09964887797832489,1.2200000286102295,0.0,0.0,1.2200000286102295
68242000000,row,2,1,0,-3.063735008239746,-0.10099387168884277,1.2300000190734863,0.0,0.0,1.2300000190734863
68748000000,row,2,1,0,-2.9125447273254395,-0.10220818221569061,1.2400000095367432,0.0,0.0,1.2400000095367432
69238000000,row,2,1,0,-2.763756513595581,-0.10351043939590454,1.25,0.0,0.0,1.25
69744000000,row,2,1,0,-2.6137678623199463,-0.1048136055469513,1.2599999904632568,0.0,0.0,1.2599999904632568
70240000000,row,2,1,0,-2.463777542114258,-0.10601194202899933,1.2699999809265137,0.0,0.0,1.2699999809265137
70751000000,row,2,1,0,-2.313488006591797,-0.1072591170668602,1.2799999713897705,0.0,0.0,1.2799999713897705
71255000000,row,2,1,0,-2.163797378540039,-0.10842724144458771,1.2899999618530273,0.0,0.0,1.2899999618530273
71745000000,row,2,1,0,-2.013504981994629,-0.109473817050457,1.2999999523162842,0.0,0.0,1.2999999523162842
72234000000,row,2,1,0,-1.8638136386871338,-0.11062457412481308,1.309999942779541,0.0,0.0,1.309999942779541
72743000000,row,2,1,0,-1.7138214111328125,-0.11169760674238205,1.3199999332427979,0.0,0.0,1.3199999332427979
73252000000,row,2,1,0,-1.5638285875320435,-0.11273647099733353,1.3299999237060547,0.0,0.0,1.3299999237060547
73746000000,row,2,1,0,-1.4138377904891968,-0.11391732841730118,1.3399999141693115,0.0,0.0,1.3399999141693115
74252000000,row,2,1,0,-1.2638460397720337,-0.11501854658126831,1.350000023841858,0.0,0.0,1.350000023841858
74741000000,row,2,1,0,-1.1138548851013184,-0.11618302762508392,1.3600000143051147,0.0,0.0,1.3600000143051147
75253000000,row,2,1,0,-0.9638660550117493,-0.11746752262115479,1.3700000047683716,0.0,0.0,1.3700000047683716
75772000000,row,2,1,0,-0.8108760714530945,-0.1187034621834755,1.3799999952316284,0.0,0.0,1.3799999952316284
76238000000,row,2,1,0,-0.6638866066932678,-0.11995798349380493,1.3899999856948853,0.0,0.0,1.3899999856948853
76740000000,row,2,1,0,-0.5138990879058838,-0.12131695449352264,1.399999976158142,0.0,0.0,1.399999976158142
77246000000,row,2,1,0,-0.36390918493270874,-0.1225484237074852,1.409999966621399,0.0,0.0,1.409999966621399
77734000000,row,2,1,0,-0.2139202356338501,-0.12384800612926483,1.4199999570846558,0.0,0.0,1.4199999570846558
78244000000,row,2,1,0,-0.0633310079574585,-0.1251324713230133,1.4299999475479126,0.0,0.0,1.4299999475479126
78746000000,row,2,1,0,0.08695971220731735,-0.12630313634872437,1.4399999380111694,0.0,0.0,1.4399999380111694
79242000000,row,2,1,0,0.23604869842529297,-0.1275661140680313,1.4499999284744263,0.0,0.0,1.4499999284744263
79742000000,row,2,1,0,0.38603875041007996,-0.12877346575260162,1.459999918937683,0.0,0.0,1.459999918937683
80235000000,row,2,1,0,0.5360299348831177,-0.12992003560066223,1.46999990940094,0.0,0.0,1.46999990940094
80739000000,row,2,1,0,0.6860194206237793,-0.1311761885881424,1.4800000190734863,0.0,0.0,1.4800000190734863
81242000000,row,2,1,0,0.836010217666626,-0.132337749004364,1.4900000095367432,0.0,0.0,1.4900000095367432
81748000000,row,2,1,0,0.9860016107559204,-0.13347363471984863,1.5,0.0,0.0,1.5
82248000000,row,2,1,0,1.1359913349151611,-0.13471665978431702,1.5099999904632568,0.0,0.0,1.5099999904632568
82742000000,row,2,1,0,1.2859827280044556,-0.1358383148908615,1.5199999809265137,0.0,0.0,1.5199999809265137
83240000000,row,2,1,0,1.436574101448059,-0.13699258863925934,1.5299999713897705,0.0,0.0,1.5299999713897705
83735000000,row,2,1,0,1.5859638452529907,-0.13823199272155762,1.5399999618530273,0.0,0.0,1.5399999618530273
84241000000,row,2,1,0,1.7362555265426636,-0.13933899998664856,1.5499999523162842,0.0,0.0,1.5499999523162842
84739000000,row,2,1,0,1.8859463930130005,-0.1405249387025833,1.559999942779541,0.0,0.0,1.559999942779541
85252000000,row,2,1,0,2.035936117172241,-0.1417539417743683,1.5699999332427979,0.0,0.0,1.5699999332427979
85746000000,row,2,1,0,2.1868278980255127,-0.1428673267364502,1.5799999237060547,0.0,0.0,1.5799999237060547
86243000000,row,2,1,0,2.3359177112579346,-0.14409996569156647,1.5899999141693115,0.0,0.0,1.5899999141693115
86755000000,row,2,1,0,2.4862074851989746,-0.14533773064613342,1.5999999046325684,0.0,0.0,1.5999999046325684
87233000000,row,2,1,0,2.6358981132507324,-0.14651432633399963,1.6100000143051147,0.0,0.0,1.6100000143051147
87743000000,row,2,1,0,2.785886764526367,-0.14782962203025818,1.6200000047683716,0.0,0.0,1.6200000047683716
88253000000,row,2,1,0,2.935875654220581,-0.14911586046218872,1.6299999952316284,0.0,0.0,1.6299999952316284
88742000000,row,2,1,0,3.0858652591705322,-0.15036767721176147,1.6399999856948853,0.0,0.0,1.6399999856948853
89249000000,row,2,1,0,3.2358524799346924,-0.1517455279827118,1.649999976158142,0.0,0.0,1.649999976158142
89745000000,row,2,1,0,3.3858413696289062,-0.1530175656080246,1.659999966621399,0.0,0.0,1.659999966621399
90242000000,row,2,1,0,3.5358307361602783,-0.15428337454795837,1.6699999570846558,0.0,0.0,1.6699999570846558
90741000000,row,2,1,0,3.6858181953430176,-0.15566058456897736,1.6799999475479126,0.0,0.0,1.6799999475479126
91244000000,row,2,1,0,3.8358075618743896,-0.1568991094827652,1.6899999380111694,0.0,0.0,1.6899999380111694
91741000000,row,2,1,0,3.9857964515686035,-0.15819589793682098,1.6999999284744263,0.0,0.0,1.6999999284744263
92243000000,row,2,1,0,4.135783672332764,-0.1595749706029892,1.709999918937683,0.0,0.0,1.709999918937683
92752000000,row,2,1,0,4.286073684692383,-0.16079849004745483,1.71999990940094,0.0,0.0,1.71999990940094
93242000000,row,2,1,0,4.436062812805176,-0.16208069026470184,1.7300000190734863,0.0,0.0,1.7300000190734863
93739000000,row,2,1,0,4.585751533508301,-0.1633744239807129,1.7400000095367432,0.0,0.0,1.7400000095367432
94255000000,row,2,1,0,4.735742092132568,-0.1645587533712387,1.75,0.0,0.0,1.75
94756000000,row,2,1,0,4.886031627655029,-0.1658230572938919,1.7599999904632568,0.0,0.0,1.7599999904632568
95246000000,row,2,1,0,5.0357208251953125,-0.1670757532119751,1.7699999809265137,0.0,0.0,1.7699999809265137
95741000000,row,2,1,0,5.185708045959473,-0.16826844215393066,1.7799999713897705,0.0,0.0,1.7799999713897705
96252000000,row,2,1,0,5.335696220397949,-0.16960062086582184,1.7899999618530273,0.0,0.0,1.7899999618530273
96735000000,row,2,1,0,5.4856858253479,-0.1708582043647766,1.7999999523162842,0.0,0.0,1.7999999523162842
97240000000,row,2,1,0,5.63567590713501,-0.1720690280199051,1.809999942779541,0.0,0.0,1.809999942779541
97749000000,row,2,1,0,5.785663604736328,-0.1734181046485901,1.8199999332427979,0.0,0.0,1.8199999332427979
98250000000,row,2,1,0,5.9356536865234375,-0.17462509870529175,1.8299999237060547,0.0,0.0,1.8299999237060547
98747000000,row,2,1,0,6.085936069488525,-0.17588573694229126,1.8399999141693115,0.0,0.0,1.8399999141693115
99244000000,row,2,1,0,6.2359232902526855,-0.17724020779132843,1.8499999046325684,0.0,0.0,1.8499999046325684
99744000000,row,2,1,0,6.385613441467285,-0.178461953997612,1.8600000143051147,0.0,0.0,1.8600000143051147
100247000000,row,2,1,0,6.535602569580078,-0.17973873019218445,1.8700000047683716,0.0,0.0,1.8700000047683716
100738000000,row,2,1,0,6.685590744018555,-0.18106462061405182,1.8799999952316284,0.0,0.0,1.8799999952316284
101243000000,row,2,1,0,6.8355817794799805,-0.18224547803401947,1.8899999856948853,0.0,0.0,1.8899999856948853
101749000000,row,2,1,0,6.985571384429932,-0.1834854632616043,1.899999976158142,0.0,0.0,1.899999976158142
102247000000,row,2,1,0,7.135560512542725,-0.18475759029388428,1.909999966621399,0.0,0.0,1.909999966621399
102750000000,row,2,1,0,7.28585147857666,-0.1859174221754074,1.9199999570846558,0.0,0.0,1.9199999570846558
103252000000,row,2,1,0,7.4355363845825195,-0.18718475103378296,1.9299999475479126,0.0,0.0,1.9299999475479126
103739000000,row,2,1,0,7.585526466369629,-0.18839332461357117,1.9399999380111694,0.0,0.0,1.9399999380111694
104247000000,row,2,1,0,7.735517501831055,-0.18955278396606445,1.9499999284744263,0.0,0.0,1.9499999284744263
104746000000,row,2,1,0,7.885506629943848,-0.19084197282791138,1.959999918937683,0.0,0.0,1.959999918937683
105245000000,row,2,1,0,8.035496711730957,-0.19201506674289703,1.96999990940094,0.0,0.0,1.96999990940094
105738000000,row,2,1,0,8.185487747192383,-0.19319738447666168,1.9799998998641968,0.0,0.0,1.9799998998641968
106244000000,row,2,1,0,8.336677551269531,-0.19447803497314453,1.9900000095367432,0.0,0.0,1.9900000095367432
106737000000,row,2,1,0,8.485467910766602,-0.1956212818622589,2.0,0.0,0.0,2.0
107243000000,row,2,1,0,8.635458946228027,-0.1967896819114685,2.009999990463257,0.0,0.0,2.009999990463257
107742000000,row,2,1,0,8.785449028015137,-0.19802093505859375,2.0199999809265137,0.0,0.0,2.0199999809265137
108242000000,row,2,1,0,8.935441017150879,-0.19912301003932953,2.0299999713897705,0.0,0.0,2.0299999713897705
108740000000,row,2,1,0,9.085432052612305,-0.20031510293483734,2.0399999618530273,0.0,0.0,2.0399999618530273
109240000000,row,2,1,0,9.235421180725098,-0.2015364021062851,2.049999952316284,0.0,0.0,2.049999952316284
109741000000,row,2,1,0,9.38541316986084,-0.20263701677322388,2.059999942779541,0.0,0.0,2.059999942779541
110243000000,row,2,1,0,9.535404205322266,-0.2038504183292389,2.069999933242798,0.0,0.0,2.069999933242798
110739000000,row,2,1,0,9.685694694519043,-0.2050042599439621,2.0799999237060547,0.0,0.0,2.0799999237060547
111244000000,row,2,1,0,9.835386276245117,-0.20610591769218445,2.0899999141693115,0.0,0.0,2.0899999141693115
111742000000,row,2,1,0,9.985376358032227,-0.20732645690441132,2.0999999046325684,0.0,0.0,2.0999999046325684
112238000000,row,2,1,0,10.135367393493652,-0.2084932178258896,2.109999895095825,0.0,0.0,2.109999895095825
112761000000,row,2,1,0,10.288058280944824,-0.2096794992685318,2.119999885559082,0.0,0.0,2.119999885559082
113245000000,row,2,1,0,10.435346603393555,-0.21096809208393097,2.129999876022339,0.0,0.0,2.129999876022339
113748000000,row,2,1,0,10.58533763885498,-0.21215613186359406,2.1399998664855957,0.0,0.0,2.1399998664855957
114255000000,row,2,1,0,10.73532772064209,-0.2133699208498001,2.1499998569488525,0.0,0.0,2.1499998569488525
114743000000,row,2,1,0,10.885316848754883,-0.2146340012550354,2.1599998474121094,0.0,0.0,2.1599998474121094
115241000000,row,2,1,0,11.035307884216309,-0.21575774252414703,2.169999837875366,0.0,0.0,2.169999837875366
115739000000,row,2,1,0,11.185298919677734,-0.21693958342075348,2.180000066757202,0.0,0.0,2.180000066757202
116242000000,row,2,1,0,11.335289001464844,-0.21815036237239838,2.190000057220459,0.0,0.0,2.190000057220459
