%time,field.data
9375000000,101.58113098144531
10371000000,101.72035217285156
11377000000,101.78997802734375
12378000000,102.50887298583984
13374000000,104.06075286865234
14398000000,105.98873138427734
15374000000,107.88066864013672
16391000000,109.62425994873047
17371000000,111.21761322021484
18373000000,112.67359924316406
19375000000,114.00389862060547
20373000000,115.21908569335938
21379000000,116.32867431640625
22365000000,117.34126281738281
23375000000,118.26461029052734
24367000000,119.10578155517578
25376000000,119.87118530273438
26373000000,120.56666564941406
27383000000,121.20647430419922
28379000000,121.7871322631836
29379000000,122.30658721923828
30377000000,122.77226257324219
31379000000,123.1904296875
32384000000,123.56523895263672
33385000000,123.89995574951172
34401000000,124.19771575927734
35370000000,124.46144104003906
36383000000,124.69386291503906
37379000000,124.89755249023438
38375000000,125.07492065429688
39380000000,125.22824096679688
40377000000,125.35965728759766
41388000000,125.47119903564453
42375000000,125.56478118896484
43369000000,125.64228820800781
44379000000,125.70618438720703
45371000000,125.75797271728516
46402000000,125.799072265625
47390000000,125.83084106445312
48368000000,125.85455322265625
49371000000,125.87144470214844
50374000000,125.88267517089844
51377000000,125.88935852050781
52376000000,125.89262390136719
53370000000,125.89388275146484
54377000000,125.89385986328125
55379000000,125.89325714111328
56385000000,125.89285278320312
57374000000,125.89264678955078
58405000000,125.89112854003906
59381000000,125.88619232177734
60373000000,125.87519836425781
61379000000,125.85527801513672
62374000000,125.82355499267578
63379000000,125.77729797363281
64373000000,125.71391296386719
65373000000,125.630859375
66377000000,125.52591705322266
67393000000,125.3968276977539
68378000000,125.24141693115234
69376000000,125.05753326416016
70370000000,124.8440170288086
71384000000,124.59912109375
72399000000,124.3212661743164
73402000000,124.00894165039062
74380000000,123.66084289550781
75384000000,123.27580261230469
76367000000,122.85274505615234
77387000000,122.39079284667969
78378000000,121.88905334472656
79373000000,121.34683227539062
80384000000,120.76351165771484
81377000000,120.1386947631836
82374000000,119.47234344482422
83376000000,118.76423645019531
84381000000,118.01451873779297
85370000000,117.22344207763672
86380000000,116.3916244506836
87389000000,115.52008819580078
88385000000,114.61058044433594
89379000000,113.66700744628906
90386000000,112.6905517578125
91376000000,111.6810302734375
92379000000,110.63825988769531
93381000000,109.56208038330078
94398000000,108.45230102539062
95371000000,107.30876159667969
96378000000,106.13128662109375
97382000000,104.9197006225586
98378000000,103.67384338378906
99388000000,102.39354705810547
100379000000,101.0786361694336
101375000000,99.72895812988281
102380000000,98.34434509277344
103369000000,96.92464447021484
104377000000,95.46969604492188
105376000000,93.97933197021484
106369000000,92.45339965820312
107372000000,90.89175415039062
108377000000,89.29424285888672
109377000000,87.65744018554688
110380000000,85.97859954833984
111384000000,84.26776123046875
112392000000,82.5234603881836
113371000000,80.74384307861328
114373000000,78.92787170410156
115363000000,77.07504272460938
