1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
-0.09368892589540151,-0.023041534163036545,-0.019215848726495927,-0.017665388389537823,-0.016559062482439407,-0.01590236860460814,-0.01502600283280131,-0.013325839332725242,-0.012539854446544707,-0.0113847974366032,-0.009996114907769693,-0.02551347015098515,-0.006541606130670619,-0.00464120058431422,-0.0022170504579149264,-0.001874043656423685,0.027453547741471074,0.0007975976517237138,1.094532010115099,4.649174555090866,8.911596916587413,12.980315814957793
